start,duration,value
2024-10-05T00:45:22+02:00,[8],[1]
2024-10-05T00:36:14+02:00,[12],[1]
2024-10-05T00:34:32+02:00,[7],[1]
2024-07-31T03:36:51+02:00,[5],[1]
2024-07-31T03:35:50+02:00,[6],[1]
2024-07-31T03:21:08+02:00,"[10,10]","[3,3]"
2024-07-31T03:20:42+02:00,[11],[2]
2024-07-31T03:20:06+02:00,[10],[1]
2024-07-31T03:19:30+02:00,[8],[1]
2024-07-24T03:41:37+02:00,[6],[1]
2024-07-24T03:41:11+02:00,[6],[1]
2024-07-24T03:37:51+02:00,[8],[2]
2024-07-24T03:33:45+02:00,[6],[1]
2024-07-24T03:32:22+02:00,[6],[1]
2024-07-10T03:46:24+02:00,[5],[1]
2024-07-10T03:45:12+02:00,[15],[3]
2024-07-10T03:44:57+02:00,[6],[1]
2024-07-10T03:44:02+02:00,"[6,6]","[1,1]"
2024-07-10T03:43:14+02:00,[7],[2]
