from,to,"from (manual)","to (manual)",Timezone,"Activity type",Data,GPS,Modified
2023-07-22T20:03:00-07:00,2023-07-22T20:16:00-07:00,,,America/Vancouver,Walking,"{""calories"":31,""intensity"":30,""manual_distance"":0,""manual_calories"":0,""hr_average"":115,""hr_min"":115,""hr_max"":115,""hr_zone_0"":0,""hr_zone_1"":124,""hr_zone_2"":0,""hr_zone_3"":0,""pause_duration"":0,""steps"":895,""distance"":594,""elevation"":38,""metcumul"":38}",,2023-07-23T11:28:48-07:00
2023-07-22T20:26:00-07:00,2023-07-22T20:32:00-07:00,,,America/Vancouver,Walking,"{""calories"":14,""intensity"":30,""manual_distance"":0,""manual_calories"":0,""hr_average"":0,""hr_min"":0,""hr_max"":0,""hr_zone_0"":0,""hr_zone_1"":0,""hr_zone_2"":0,""hr_zone_3"":0,""pause_duration"":0,""steps"":534,""distance"":355,""elevation"":21,""metcumul"":21}",,2023-07-23T11:28:48-07:00
2023-07-22T21:04:00-07:00,2023-07-22T21:10:00-07:00,,,America/Vancouver,Walking,"{""calories"":14,""intensity"":30,""manual_distance"":0,""manual_calories"":0,""hr_average"":0,""hr_min"":0,""hr_max"":0,""hr_zone_0"":0,""hr_zone_1"":0,""hr_zone_2"":0,""hr_zone_3"":0,""pause_duration"":0,""steps"":556,""distance"":371,""elevation"":21,""metcumul"":21}",,2023-07-23T11:28:49-07:00
2023-07-26T14:54:00-07:00,2023-07-26T15:00:00-07:00,,,America/Vancouver,Walking,"{""calories"":19,""intensity"":30,""manual_distance"":0,""manual_calories"":0,""hr_average"":90,""hr_min"":90,""hr_max"":90,""hr_zone_0"":0,""hr_zone_1"":41,""hr_zone_2"":0,""hr_zone_3"":0,""pause_duration"":0,""steps"":352,""distance"":217,""elevation"":15,""metcumul"":15}",,2023-07-28T16:17:23-07:00
2023-07-26T15:36:00-07:00,2023-07-26T15:47:00-07:00,,,America/Vancouver,Walking,"{""calories"":35,""intensity"":30,""manual_distance"":0,""manual_calories"":0,""hr_average"":120,""hr_min"":120,""hr_max"":120,""hr_zone_0"":0,""hr_zone_1"":48,""hr_zone_2"":0,""hr_zone_3"":0,""pause_duration"":0,""steps"":625,""distance"":402,""elevation"":28,""metcumul"":28}",,2023-07-28T16:17:23-07:00
2023-07-26T16:10:00-07:00,2023-07-26T16:16:00-07:00,,,America/Vancouver,Walking,"{""calories"":19,""intensity"":30,""manual_distance"":0,""manual_calories"":0,""hr_average"":157,""hr_min"":157,""hr_max"":157,""hr_zone_0"":0,""hr_zone_1"":0,""hr_zone_2"":0,""hr_zone_3"":65,""pause_duration"":0,""steps"":347,""distance"":222,""elevation"":15,""metcumul"":15}",,2023-07-28T16:17:24-07:00
2023-07-29T19:13:00-07:00,2023-07-29T19:25:00-07:00,,,America/Vancouver,Walking,"{""calories"":39,""intensity"":30,""manual_distance"":0,""manual_calories"":0,""hr_average"":0,""hr_min"":0,""hr_max"":0,""hr_zone_0"":0,""hr_zone_1"":0,""hr_zone_2"":0,""hr_zone_3"":0,""pause_duration"":0,""steps"":1028,""distance"":656,""elevation"":40,""metcumul"":40}",,2023-08-04T17:55:31-07:00
2023-07-30T16:20:00-07:00,2023-07-30T16:38:00-07:00,,,America/Vancouver,Walking,"{""calories"":58,""intensity"":30,""manual_distance"":0,""manual_calories"":0,""hr_average"":109,""hr_min"":106,""hr_max"":110,""hr_zone_0"":0,""hr_zone_1"":119,""hr_zone_2"":0,""hr_zone_3"":0,""pause_duration"":0,""steps"":1669,""distance"":1110,""elevation"":65,""metcumul"":65}",,2023-08-04T17:55:31-07:00
2023-08-02T21:16:00-07:00,2023-08-02T21:30:00-07:00,,,America/Vancouver,Walking,"{""calories"":45,""intensity"":30,""manual_distance"":0,""manual_calories"":0,""hr_average"":101,""hr_min"":101,""hr_max"":101,""hr_zone_0"":0,""hr_zone_1"":48,""hr_zone_2"":0,""hr_zone_3"":0,""pause_duration"":0,""steps"":1076,""distance"":702,""elevation"":44,""metcumul"":44}",,2023-08-04T17:55:32-07:00
2023-08-02T21:37:00-07:00,2023-08-02T21:50:00-07:00,,,America/Vancouver,Walking,"{""calories"":17.719999313354,""effduration"":720,""intensity"":30,""manual_distance"":0,""manual_calories"":0,""hr_average"":0,""hr_min"":0,""hr_max"":0,""hr_zone_0"":0,""hr_zone_1"":0,""hr_zone_2"":0,""hr_zone_3"":0,""pause_duration"":0,""steps"":1010,""distance"":654.50994873047,""elevation"":36,""metcumul"":40.330001831055}",,2023-08-09T10:59:03-07:00
2023-08-06T19:56:33-07:00,2023-08-06T20:56:31-07:00,,,America/Vancouver,Walking,"{""calories"":57.999992370605,""effduration"":2940,""intensity"":50,""manual_distance"":0,""manual_calories"":0,""hr_average"":108,""hr_min"":59,""hr_max"":173,""hr_zone_0"":399,""hr_zone_1"":2587,""hr_zone_2"":455,""hr_zone_3"":92,""device_startdate"":1691376993,""device_enddate"":1691380591,""pause_duration"":20,""steps"":3266,""distance"":2095.1796875,""elevation"":142,""metcumul"":142.57200622559}",,2023-08-09T10:59:06-07:00
2023-08-06T19:56:33-07:00,2023-08-06T20:56:31-07:00,,,America/Vancouver,"Multi Sport",{},,2023-08-09T10:59:05-07:00
2023-08-06T21:02:00-07:00,2023-08-06T21:10:00-07:00,,,America/Los_Angeles,Walking,"{""calories"":11.059999465942,""effduration"":420,""intensity"":0,""manual_distance"":0,""manual_calories"":0,""hr_average"":111,""hr_min"":111,""hr_max"":111,""hr_zone_0"":0,""hr_zone_1"":39,""hr_zone_2"":0,""hr_zone_3"":0,""pause_duration"":0,""steps"":598,""distance"":392.55001831055,""elevation"":23,""metcumul"":24.590002059937}",,2023-08-11T17:05:07-07:00
2023-08-04T12:26:00-07:00,2023-08-04T12:38:00-07:00,,,America/Los_Angeles,Cycling,"{""calories"":94.266326904297,""effduration"":540,""intensity"":0,""pause_duration"":0,""steps"":38,""distance"":25.439998626709,""metcumul"":10.270000457764}",,2023-08-09T10:59:04-07:00
2023-08-06T19:56:33-07:00,2023-08-06T20:56:31-07:00,,,America/Los_Angeles,Walking,{},,2023-08-09T13:27:14-07:00
2023-08-09T15:43:00-07:00,2023-08-09T15:55:00-07:00,,,America/Los_Angeles,Walking,"{""calories"":16.520261764526,""effduration"":660,""intensity"":0,""pause_duration"":0,""steps"":915,""distance"":589.11999511719,""metcumul"":36.363117218018}",,2023-08-18T10:41:54-07:00
2023-08-12T18:47:00-07:00,2023-08-12T18:58:00-07:00,,,America/Los_Angeles,Walking,"{""calories"":13.530000686646,""effduration"":600,""intensity"":0,""pause_duration"":0,""steps"":759,""distance"":503.26000976562,""metcumul"":31.259998321533}",,2023-08-18T10:51:23-07:00
2023-08-18T09:42:00-07:00,2023-08-18T09:50:00-07:00,,,America/Los_Angeles,Walking,"{""calories"":8.8999996185303,""effduration"":420,""intensity"":0,""pause_duration"":0,""steps"":435,""distance"":312.58999633789,""metcumul"":20.10000038147}",,2023-08-24T09:07:57-07:00
2023-08-18T12:20:00-07:00,2023-08-18T12:35:00-07:00,,,America/Los_Angeles,Walking,"{""calories"":28.359786987305,""effduration"":1319,""intensity"":0,""pause_duration"":0,""steps"":1688,""distance"":1081.6815185547,""metcumul"":39.174694061279}",,2023-08-24T15:10:09-07:00
2023-08-22T11:17:00-07:00,2023-08-22T11:29:00-07:00,,,America/Los_Angeles,Walking,"{""calories"":12.340000152588,""effduration"":660,""intensity"":0,""pause_duration"":0,""steps"":707,""distance"":470.54000854492,""metcumul"":30.959999084473}",,2023-08-24T15:10:11-07:00
2023-08-23T14:55:00-07:00,2023-08-23T15:00:00-07:00,,,America/Los_Angeles,Walking,"{""calories"":8.1000003814697,""effduration"":300,""intensity"":0,""pause_duration"":0,""steps"":459,""distance"":310.35998535156,""metcumul"":18.25}",,2023-08-24T15:10:13-07:00
2023-08-24T08:28:00-07:00,2023-08-24T08:37:00-07:00,,,America/Los_Angeles,Walking,"{""calories"":11.779999732971,""effduration"":540,""intensity"":0,""pause_duration"":0,""steps"":668,""distance"":426.09002685547,""metcumul"":28.329999923706}",,2023-08-24T15:10:28-07:00
2023-08-24T11:39:00-07:00,2023-08-24T11:55:00-07:00,,,America/Los_Angeles,Walking,"{""calories"":24.460000991821,""effduration"":900,""intensity"":0,""pause_duration"":0,""steps"":1419,""distance"":917.26995849609,""metcumul"":56.020000457764}",,2023-08-24T15:10:28-07:00
2023-08-24T12:31:00-07:00,2023-08-24T12:50:00-07:00,,,America/Los_Angeles,Walking,"{""calories"":25.549999237061,""effduration"":1080,""intensity"":0,""hr_average"":103,""hr_min"":97,""hr_max"":108,""hr_zone_0"":0,""hr_zone_1"":659,""hr_zone_2"":0,""hr_zone_3"":0,""pause_duration"":0,""steps"":1520,""distance"":981.63989257812,""metcumul"":61.020004272461}",,2023-08-29T16:47:56-07:00
2023-08-29T08:11:00-07:00,2023-08-29T08:18:00-07:00,,,America/Los_Angeles,Walking,"{""calories"":8.3899993896484,""effduration"":360,""intensity"":0,""pause_duration"":0,""steps"":445,""distance"":284.51901245117,""metcumul"":19.670000076294}",,2023-08-29T16:48:21-07:00
2023-08-29T08:42:00-07:00,2023-08-29T08:55:00-07:00,,,America/Los_Angeles,Walking,"{""calories"":13.239999771118,""effduration"":660,""intensity"":0,""pause_duration"":0,""steps"":780,""distance"":508.14001464844,""metcumul"":33.090000152588}",,2023-08-29T16:48:21-07:00
2023-08-29T11:16:00-07:00,2023-08-29T11:22:00-07:00,,,America/Los_Angeles,Walking,"{""calories"":5.2699999809265,""effduration"":300,""intensity"":0,""pause_duration"":0,""steps"":311,""distance"":195.32998657227,""metcumul"":13.619999885559}",,2023-08-29T18:11:33-07:00
2023-08-29T17:37:00-07:00,2023-08-29T17:45:00-07:00,,,America/Los_Angeles,Walking,"{""calories"":9.960000038147,""effduration"":420,""intensity"":0,""pause_duration"":0,""steps"":578,""distance"":381.85998535156,""metcumul"":23.590000152588}",,2023-08-30T15:17:13-07:00
2023-08-30T08:11:00-07:00,2023-08-30T08:17:00-07:00,,,America/Los_Angeles,Walking,"{""calories"":7.3699998855591,""effduration"":300,""intensity"":0,""pause_duration"":0,""steps"":387,""distance"":263.55001831055,""metcumul"":16.639999389648}",,2023-08-30T15:17:14-07:00
2023-08-30T08:46:00-07:00,2023-08-30T08:53:00-07:00,,,America/Los_Angeles,Walking,"{""calories"":9.0799999237061,""effduration"":420,""intensity"":0,""pause_duration"":0,""steps"":522,""distance"":343.82000732422,""metcumul"":21.89999961853}",,2023-08-30T15:17:15-07:00
2023-08-31T08:57:00-07:00,2023-08-31T09:09:00-07:00,,,America/Los_Angeles,Walking,"{""calories"":14.596415519714,""effduration"":542,""intensity"":0,""pause_duration"":0,""steps"":850,""distance"":545.98089599609,""metcumul"":58.759670257568}",,2023-09-05T14:50:05-07:00
2023-08-31T13:40:00-07:00,2023-08-31T13:51:00-07:00,,,America/Los_Angeles,Walking,"{""calories"":14.470000267029,""effduration"":660,""intensity"":0,""pause_duration"":0,""steps"":827,""distance"":538.70001220703,""metcumul"":34.930000305176}",,2023-09-05T14:50:05-07:00
2023-08-31T17:38:00-07:00,2023-08-31T17:45:00-07:00,,,America/Los_Angeles,Walking,"{""calories"":10.789999961853,""effduration"":420,""intensity"":0,""pause_duration"":0,""steps"":625,""distance"":413.14996337891,""metcumul"":24.859998703003}",,2023-09-05T14:50:06-07:00
2023-09-03T19:54:00-07:00,2023-09-03T20:03:00-07:00,,,America/Los_Angeles,Walking,"{""calories"":11.840000152588,""effduration"":480,""intensity"":0,""pause_duration"":0,""steps"":699,""distance"":453.40002441406,""metcumul"":27.699998855591}",,2023-09-05T14:50:07-07:00
2023-09-05T08:29:00-07:00,2023-09-05T08:40:00-07:00,,,America/Los_Angeles,Walking,"{""calories"":26.178815841675,""effduration"":1103,""intensity"":0,""pause_duration"":0,""steps"":1556,""distance"":991.59417724609,""metcumul"":32.066310882568}",,2023-09-05T18:14:07-07:00
2023-09-05T17:18:00-07:00,2023-09-05T17:28:00-07:00,,,America/Los_Angeles,Walking,"{""calories"":10.279999732971,""effduration"":540,""intensity"":0,""pause_duration"":0,""steps"":590,""distance"":394.34997558594,""metcumul"":25.870002746582}",,2023-09-07T15:01:46-07:00
2023-09-06T08:36:00-07:00,2023-09-06T08:46:00-07:00,,,America/Los_Angeles,Walking,"{""calories"":10.139999389648,""effduration"":480,""intensity"":0,""pause_duration"":0,""steps"":604,""distance"":388.95001220703,""metcumul"":25.14999961853}",,2023-09-07T15:01:47-07:00
2023-09-06T09:51:00-07:00,2023-09-06T09:59:00-07:00,,,America/Los_Angeles,Walking,"{""calories"":15.750232696533,""effduration"":701,""intensity"":0,""pause_duration"":0,""steps"":935,""distance"":600.03375244141,""metcumul"":20.667972564697}",,2023-09-07T15:01:47-07:00
2023-09-07T15:03:00-07:00,2023-09-07T15:15:00-07:00,,,America/Los_Angeles,Cycling,"{""calories"":91.323684692383,""effduration"":420,""intensity"":0,""pause_duration"":0,""steps"":21,""distance"":14.020000457764,""metcumul"":7.5700001716614}",,2023-09-13T07:29:18-07:00
2023-09-07T15:58:00-07:00,2023-09-07T16:07:00-07:00,,,America/Los_Angeles,Walking,"{""calories"":9.75,""effduration"":480,""intensity"":0,""pause_duration"":0,""steps"":536,""distance"":373.99002075195,""metcumul"":23.400001525879}",,2023-09-13T09:28:13-07:00
2023-09-07T17:21:00-07:00,2023-09-07T17:28:00-07:00,,,America/Los_Angeles,Walking,"{""calories"":9.8000001907349,""effduration"":360,""intensity"":0,""pause_duration"":0,""steps"":549,""distance"":375.2799987793,""metcumul"":21.819999694824}",,2023-09-13T09:28:14-07:00
2023-09-07T20:19:00-07:00,2023-09-07T20:34:00-07:00,,,America/Los_Angeles,Cycling,"{""calories"":114.15460205078,""effduration"":360,""intensity"":0,""pause_duration"":0,""steps"":15,""distance"":10.369999885559,""metcumul"":6.5}",,2023-09-13T09:28:14-07:00
2023-09-09T19:04:00-07:00,2023-09-09T19:55:00-07:00,,,America/Los_Angeles,Walking,"{""calories"":78.36735534668,""effduration"":2880,""intensity"":0,""hr_average"":116,""hr_min"":106,""hr_max"":160,""hr_zone_0"":0,""hr_zone_1"":1984,""hr_zone_2"":405,""hr_zone_3"":46,""pause_duration"":0,""steps"":4476,""distance"":2926.1101074219,""metcumul"":176.27014160156}",,2023-09-13T09:28:16-07:00
2023-09-10T14:38:00-07:00,2023-09-10T15:05:00-07:00,,,America/Los_Angeles,Walking,"{""calories"":35.192089080811,""effduration"":1620,""intensity"":0,""pause_duration"":0,""steps"":2094,""distance"":1346.4802246094,""metcumul"":85.046249389648}",,2023-09-13T09:28:17-07:00
2023-09-12T08:27:00-07:00,2023-09-12T08:37:00-07:00,,,America/Los_Angeles,Walking,"{""calories"":12.590000152588,""effduration"":540,""intensity"":0,""pause_duration"":0,""steps"":757,""distance"":483.10000610352,""metcumul"":30.400001525879}",,2023-09-13T09:28:19-07:00
2023-09-12T17:21:00-07:00,2023-09-12T17:32:00-07:00,,,America/Los_Angeles,Walking,"{""calories"":8.9499998092651,""effduration"":600,""intensity"":0,""pause_duration"":0,""steps"":518,""distance"":333.62997436523,""metcumul"":24.690000534058}",,2023-09-13T09:28:19-07:00
2023-09-13T08:22:00-07:00,2023-09-13T08:28:00-07:00,,,America/Los_Angeles,Walking,"{""calories"":6.1299996376038,""effduration"":300,""intensity"":0,""pause_duration"":0,""steps"":349,""distance"":231.12001037598,""metcumul"":15}",,2023-09-19T12:05:03-07:00
2023-09-13T08:59:00-07:00,2023-09-13T09:10:00-07:00,,,America/Los_Angeles,Walking,"{""calories"":11.480000495911,""effduration"":600,""intensity"":0,""pause_duration"":0,""steps"":669,""distance"":440.60998535156,""metcumul"":28.839998245239}",,2023-09-19T12:05:04-07:00
2023-09-13T12:30:00-07:00,2023-09-13T12:39:00-07:00,,,America/Los_Angeles,Walking,"{""calories"":10.319999694824,""effduration"":480,""intensity"":0,""pause_duration"":0,""steps"":586,""distance"":378.41998291016,""metcumul"":25.119998931885}",,2023-09-20T10:10:46-07:00
2023-09-14T19:10:00-07:00,2023-09-14T19:20:00-07:00,,,America/Los_Angeles,Cycling,"{""calories"":76.103065490723,""effduration"":420,""intensity"":0,""pause_duration"":0,""metcumul"":7}",,2023-09-20T10:10:47-07:00
2023-09-17T14:55:00-07:00,2023-09-17T15:07:00-07:00,,,America/Los_Angeles,Walking,"{""calories"":14.820000648499,""effduration"":660,""intensity"":0,""pause_duration"":0,""steps"":869,""distance"":561.71997070312,""metcumul"":35.600002288818}",,2023-09-20T10:10:49-07:00
2023-09-17T16:06:00-07:00,2023-09-17T16:18:00-07:00,,,America/Los_Angeles,Walking,"{""calories"":19.049999237061,""effduration"":720,""intensity"":0,""pause_duration"":0,""steps"":1071,""distance"":716.87005615234,""metcumul"":42.840003967285}",,2023-09-20T10:10:49-07:00
2023-09-19T08:25:00-07:00,2023-09-19T08:35:00-07:00,,,America/Los_Angeles,Walking,"{""calories"":13.249000549316,""effduration"":540,""intensity"":0,""pause_duration"":0,""steps"":766,""distance"":507.89996337891,""metcumul"":30.929998397827}",,2023-09-20T10:10:51-07:00
2023-09-19T13:06:00-07:00,2023-09-19T13:18:00-07:00,,,America/Los_Angeles,Walking,"{""calories"":11.739999771118,""effduration"":600,""intensity"":0,""pause_duration"":0,""steps"":677,""distance"":450.39999389648,""metcumul"":29.159999847412}",,2023-09-20T10:10:51-07:00
2023-09-19T14:04:00-07:00,2023-09-19T14:09:00-07:00,,,America/Los_Angeles,Walking,"{""calories"":5.6699995994568,""effduration"":240,""intensity"":0,""pause_duration"":0,""steps"":319,""distance"":211.91000366211,""metcumul"":13.209999084473}",,2023-09-20T10:15:08-07:00
2023-09-19T14:50:00-07:00,2023-09-19T15:02:00-07:00,,,America/Los_Angeles,Walking,"{""calories"":14.89999961853,""effduration"":660,""intensity"":0,""pause_duration"":0,""steps"":867,""distance"":571.22998046875,""metcumul"":35.430000305176}",,2023-09-20T10:15:09-07:00
2023-09-19T17:19:00-07:00,2023-09-19T17:30:00-07:00,,,America/Los_Angeles,Walking,"{""calories"":11.032903671265,""effduration"":600,""intensity"":0,""pause_duration"":0,""steps"":625,""distance"":422.77996826172,""metcumul"":24.709999084473}",,2023-09-20T10:15:09-07:00
2023-09-20T08:03:00-07:00,2023-09-20T08:09:00-07:00,,,America/Los_Angeles,Walking,"{""calories"":5.4200000762939,""effduration"":300,""intensity"":0,""pause_duration"":0,""steps"":306,""distance"":207.86000061035,""metcumul"":13.680000305176}",,2023-09-20T10:15:10-07:00
2023-09-20T08:24:00-07:00,2023-09-20T08:30:00-07:00,,,America/Los_Angeles,Walking,"{""calories"":6.5569224357605,""effduration"":300,""intensity"":0,""pause_duration"":0,""steps"":368,""distance"":244.2799987793,""metcumul"":13.339999198914}",,2023-09-20T12:42:20-07:00
2023-09-20T11:26:00-07:00,2023-09-20T11:32:00-07:00,,,America/Los_Angeles,Walking,"{""calories"":7.9051918983459,""effduration"":300,""intensity"":0,""pause_duration"":0,""steps"":421,""distance"":301.70001220703,""metcumul"":17.370000839233}",,2023-09-23T13:25:02-07:00
2023-09-20T14:47:00-07:00,2023-09-20T15:13:00-07:00,,,America/Los_Angeles,Walking,"{""calories"":25.289999008179,""effduration"":1260,""intensity"":0,""hr_average"":128,""hr_min"":104,""hr_max"":155,""hr_zone_0"":0,""hr_zone_1"":428,""hr_zone_2"":769,""hr_zone_3"":0,""pause_duration"":0,""steps"":1446,""distance"":965.98992919922,""metcumul"":62.299999237061}",,2023-09-23T13:25:03-07:00
2023-09-21T15:04:00-07:00,2023-09-21T15:20:00-07:00,,,America/Los_Angeles,Cycling,"{""calories"":121.76490783691,""effduration"":660,""intensity"":0,""pause_duration"":0,""steps"":27,""distance"":19.159999847412,""metcumul"":11.849999427795}",,2023-09-23T13:25:03-07:00
2023-09-22T14:03:00-07:00,2023-09-22T14:16:00-07:00,,,America/Los_Angeles,Walking,"{""calories"":13.559999465942,""effduration"":660,""intensity"":0,""pause_duration"":0,""steps"":740,""distance"":504.23004150391,""metcumul"":32.51000213623}",,2023-10-06T13:57:32-07:00
2023-09-26T08:56:00-07:00,2023-09-26T09:08:00-07:00,,,America/Los_Angeles,Walking,"{""calories"":13.510001182556,""effduration"":660,""intensity"":0,""pause_duration"":0,""steps"":900,""distance"":577.65899658203,""metcumul"":33.908996582031}",,2023-10-06T13:57:36-07:00
2023-09-26T10:55:00-07:00,2023-09-26T11:09:00-07:00,,,America/Los_Angeles,Walking,"{""calories"":23.400001525879,""effduration"":840,""intensity"":0,""pause_duration"":0,""steps"":1365,""distance"":896.90997314453,""metcumul"":52.840003967285}",,2023-10-06T13:57:36-07:00
2023-09-27T08:49:00-07:00,2023-09-27T08:58:00-07:00,,,America/Los_Angeles,Walking,"{""calories"":12.598999977112,""effduration"":480,""intensity"":0,""pause_duration"":0,""steps"":715,""distance"":482.43002319336,""metcumul"":28.539999008179}",,2023-10-06T13:57:37-07:00
2023-09-27T14:35:00-07:00,2023-09-27T14:43:00-07:00,,,America/Los_Angeles,Walking,"{""calories"":11.520001411438,""effduration"":480,""intensity"":0,""pause_duration"":0,""steps"":642,""distance"":422.5299987793,""metcumul"":26.920001983643}",,2023-10-06T13:57:38-07:00
2023-09-27T14:48:00-07:00,2023-09-27T15:02:00-07:00,,,America/Los_Angeles,Walking,"{""calories"":18.309999465942,""effduration"":840,""intensity"":0,""pause_duration"":0,""steps"":1066,""distance"":701.67999267578,""metcumul"":44.019996643066}",,2023-10-06T13:57:38-07:00
2023-09-27T15:41:00-07:00,2023-09-27T15:46:00-07:00,,,America/Los_Angeles,Walking,"{""calories"":4.8800001144409,""effduration"":240,""intensity"":0,""pause_duration"":0,""steps"":275,""distance"":185.86898803711,""metcumul"":11.880000114441}",,2023-10-06T13:57:39-07:00
2023-10-01T12:53:00-07:00,2023-10-01T12:58:00-07:00,,,America/Los_Angeles,Walking,"{""calories"":5.039999961853,""effduration"":240,""intensity"":0,""pause_duration"":0,""steps"":277,""distance"":171.72999572754,""metcumul"":12.260000228882}",,2023-10-07T10:56:04-07:00
2023-10-01T13:17:00-07:00,2023-10-01T13:54:00-07:00,,,America/Los_Angeles,Walking,"{""calories"":42.379001617432,""effduration"":2040,""intensity"":0,""pause_duration"":0,""steps"":2357,""distance"":1540.9978027344,""metcumul"":102.62999725342}",,2023-10-07T10:56:04-07:00
2023-10-02T19:03:00-07:00,2023-10-02T19:30:00-07:00,,,America/Los_Angeles,Walking,"{""calories"":38.959995269775,""effduration"":1500,""intensity"":0,""pause_duration"":0,""steps"":2108,""distance"":1432.5198974609,""metcumul"":87.640007019043}",,2023-10-07T10:56:05-07:00
2023-10-03T08:32:00-07:00,2023-10-03T08:41:00-07:00,,,America/Los_Angeles,Walking,"{""calories"":7.1900000572205,""effduration"":480,""intensity"":0,""pause_duration"":0,""steps"":498,""distance"":341.48004150391,""metcumul"":19.410001754761}",,2023-10-07T10:56:06-07:00
2023-10-03T15:34:00-07:00,2023-10-03T15:47:00-07:00,,,America/Los_Angeles,Walking,"{""calories"":12.429999351501,""effduration"":600,""intensity"":0,""pause_duration"":0,""steps"":719,""distance"":477.12002563477,""metcumul"":30.150001525879}",,2023-10-07T10:56:06-07:00
2023-10-05T17:27:00-07:00,2023-10-05T17:37:00-07:00,,,America/Los_Angeles,Walking,"{""calories"":14.420000076294,""effduration"":540,""intensity"":0,""pause_duration"":0,""steps"":813,""distance"":552.99005126953,""metcumul"":32.450000762939}",,2023-10-07T10:56:08-07:00
2023-10-05T20:22:00-07:00,2023-10-05T20:34:00-07:00,,,America/Los_Angeles,Cycling,"{""calories"":91.323684692383,""effduration"":540,""intensity"":0,""pause_duration"":0,""steps"":10,""distance"":7.4800000190735,""metcumul"":9.25}",,2023-10-07T10:56:08-07:00
2023-10-06T18:44:00-07:00,2023-10-06T19:34:00-07:00,,,America/Los_Angeles,Walking,"{""calories"":76.869995117188,""effduration"":2940,""intensity"":0,""pause_duration"":0,""steps"":4286,""distance"":2831.6396484375,""metcumul"":174.35998535156}",,2023-10-07T10:56:09-07:00
2023-10-09T13:56:00-07:00,2023-10-09T14:07:00-07:00,,,America/Los_Angeles,Walking,"{""calories"":11.109999656677,""effduration"":600,""intensity"":0,""pause_duration"":0,""steps"":619,""distance"":412.01898193359,""metcumul"":27.990001678467}",,2023-10-16T23:02:09-07:00
2023-10-10T08:27:00-07:00,2023-10-10T08:40:00-07:00,,,America/Los_Angeles,Walking,"{""calories"":15.409343719482,""effduration"":602,""intensity"":0,""pause_duration"":0,""steps"":856,""distance"":572.33453369141,""metcumul"":67.200210571289}",,2023-10-16T23:02:10-07:00
2023-10-10T15:50:00-07:00,2023-10-10T16:01:00-07:00,,,America/Los_Angeles,Walking,"{""calories"":13.779000282288,""effduration"":540,""intensity"":0,""pause_duration"":0,""steps"":760,""distance"":521.94000244141,""metcumul"":31.129997253418}",,2023-10-16T23:02:11-07:00
2023-10-11T11:11:00-07:00,2023-10-11T11:17:00-07:00,,,America/Los_Angeles,Walking,"{""calories"":10.009999275208,""effduration"":360,""intensity"":0,""pause_duration"":0,""steps"":570,""distance"":383.10998535156,""metcumul"":22.460000991821}",,2023-10-16T23:02:12-07:00
2023-10-11T11:56:00-07:00,2023-10-11T12:12:00-07:00,,,America/Los_Angeles,Walking,"{""calories"":16.440000534058,""effduration"":900,""intensity"":0,""pause_duration"":0,""steps"":975,""distance"":631.47003173828,""metcumul"":42.279998779297}",,2023-10-16T23:02:12-07:00
2023-10-12T14:50:00-07:00,2023-10-12T15:03:00-07:00,,,America/Los_Angeles,Cycling,"{""calories"":98.933990478516,""effduration"":420,""intensity"":0,""pause_duration"":0,""metcumul"":7}",,2023-10-16T23:02:13-07:00
2023-10-12T17:17:00-07:00,2023-10-12T17:32:00-07:00,,,America/Los_Angeles,Walking,"{""calories"":22.129999160767,""effduration"":840,""intensity"":0,""pause_duration"":0,""steps"":1233,""distance"":847.80993652344,""metcumul"":49.640003204346}",,2023-10-16T23:02:14-07:00
2023-10-10T13:51:00-07:00,2023-10-10T13:58:00-07:00,,,America/Los_Angeles,Walking,"{""calories"":7.4000005722046,""effduration"":300,""intensity"":0,""pause_duration"":0,""steps"":420,""distance"":275.31997680664,""metcumul"":17.119998931885}",,2023-10-16T23:02:10-07:00
2023-10-13T12:52:00-07:00,2023-10-13T12:59:00-07:00,,,America/Los_Angeles,Walking,"{""calories"":9.4815473556519,""effduration"":385,""intensity"":0,""pause_duration"":0,""steps"":581,""distance"":359.22933959961,""metcumul"":2.6795139312744}",,2023-10-16T23:33:24-07:00
2023-10-15T17:56:00-07:00,2023-10-15T18:04:00-07:00,,,America/Los_Angeles,Walking,"{""calories"":10.730000495911,""effduration"":420,""intensity"":0,""pause_duration"":0,""steps"":617,""distance"":411.69998168945,""metcumul"":24.590000152588}",,2023-10-20T23:34:14-07:00
2023-10-17T08:21:00-07:00,2023-10-17T08:35:00-07:00,,,America/Los_Angeles,Walking,"{""calories"":20.984184265137,""effduration"":1141,""intensity"":0,""pause_duration"":0,""steps"":1354,""distance"":867.74597167969,""metcumul"":29.989597320557}",,2023-10-20T23:34:50-07:00
2023-10-17T11:58:00-07:00,2023-10-17T12:03:00-07:00,,,America/Los_Angeles,Walking,"{""calories"":4.2399997711182,""effduration"":240,""intensity"":0,""pause_duration"":0,""steps"":245,""distance"":162.87998962402,""metcumul"":10.909999847412}",,2023-10-20T23:34:50-07:00
2023-10-17T12:57:00-07:00,2023-10-17T13:06:00-07:00,,,America/Los_Angeles,Walking,"{""calories"":8.9099998474121,""effduration"":480,""intensity"":0,""pause_duration"":0,""steps"":524,""distance"":342.25,""metcumul"":22.510000228882}",,2023-10-20T23:34:51-07:00
