from,to,"from (manual)","to (manual)",Timezone,"Activity type",Data,GPS,Modified
2025-10-31T11:23:00-07:00,2025-10-31T11:33:00-07:00,,,America/Chicago,Cycling,"{""calories"":83.605255126953,""effduration"":0,""intensity"":0,""pause_duration"":0,""metcumul"":0}",,2025-10-31T11:56:45-07:00
2025-10-31T12:18:00-07:00,2025-10-31T12:29:00-07:00,,,America/Phoenix,Other,"{""calories"":101.00288391113,""effduration"":0,""intensity"":0,""pause_duration"":0,""metcumul"":0}",,2025-10-31T15:35:49-07:00
2025-11-05T17:12:21-08:00,2025-11-05T18:04:07-08:00,,,America/Los_Angeles,Zumba,"{""calories"":382.1572265625,""effduration"":2760,""intensity"":50,""hr_average"":118,""hr_min"":67,""hr_max"":165,""hr_zone_0"":98,""hr_zone_1"":1653,""hr_zone_2"":1172,""hr_zone_3"":111,""device_startdate"":1762391541,""device_enddate"":1762394647,""pause_duration"":7,""steps"":5100,""distance"":3478.3576660156,""metcumul"":190.00001525879}","{""end_coordinate_latitude"":33.957145,""end_coordinate_longitude"":-117.329963,""region_center_latitude"":33.956449,""region_center_longitude"":-117.330986,""span_latitude_delta"":0.001392,""span_longitude_delta"":0.002044,""start_coordinate_latitude"":33.955753,""start_coordinate_longitude"":-117.332008,""avg_speed"":-1,""distance"":244.073425,""max_speed"":0.168326,""min_speed"":0}",2025-11-06T15:52:19-08:00
2025-11-05T17:12:21-08:00,2025-11-05T18:04:07-08:00,,,America/Los_Angeles,Zumba,{},,2025-11-06T09:02:15-08:00
2025-11-06T16:34:00-08:00,2025-11-06T16:47:00-08:00,,,America/Los_Angeles,Cycling,"{""calories"":108.51503753662,""effduration"":0,""intensity"":0,""pause_duration"":0,""metcumul"":0}",,2025-11-07T03:31:14-08:00
2025-11-06T16:53:00-08:00,2025-11-06T17:05:00-08:00,,,America/Los_Angeles,Cycling,"{""calories"":100.16772460938,""effduration"":0,""intensity"":0,""pause_duration"":0,""metcumul"":0}",,2025-11-07T03:31:14-08:00
2025-11-08T19:26:00-08:00,2025-11-08T19:37:00-08:00,,,America/Los_Angeles,Walking,"{""calories"":23.750003814697,""effduration"":660,""intensity"":0,""pause_duration"":0,""steps"":1126,""distance"":784.32000732422,""metcumul"":44.910003662109}",,2025-11-08T19:37:19-08:00
2025-11-10T17:18:32-08:00,2025-11-10T17:59:51-08:00,,,America/Los_Angeles,Walking,"{""calories"":86.740005493164,""effduration"":2400,""intensity"":50,""hr_average"":129,""hr_min"":76,""hr_max"":185,""hr_zone_0"":90,""hr_zone_1"":870,""hr_zone_2"":743,""hr_zone_3"":542,""device_startdate"":1762823912,""device_enddate"":1762826391,""pause_duration"":0,""steps"":4226,""distance"":2896.3498535156,""metcumul"":166.11999511719}","{""end_coordinate_latitude"":33.957527,""end_coordinate_longitude"":-117.328575,""region_center_latitude"":33.960027,""region_center_longitude"":-117.327114,""span_latitude_delta"":0.006168,""span_longitude_delta"":0.007804,""start_coordinate_latitude"":33.957317,""start_coordinate_longitude"":-117.328842,""avg_speed"":1.29214,""distance"":3203.215633,""max_speed"":1.855939,""min_speed"":0.162555}",2025-11-10T18:00:08-08:00
2025-11-10T17:18:32-08:00,2025-11-10T17:59:51-08:00,,,America/Los_Angeles,Walking,{},,2025-11-10T18:00:09-08:00
2025-11-11T15:45:00-08:00,2025-11-11T15:51:00-08:00,,,America/Los_Angeles,Walking,"{""calories"":6.1199998855591,""effduration"":300,""intensity"":0,""pause_duration"":0,""steps"":308,""distance"":209.57000732422,""metcumul"":13.880000114441}",,2025-11-11T16:57:13-08:00
2025-11-12T14:21:00-08:00,2025-11-12T14:36:00-08:00,,,America/Los_Angeles,Walking,"{""calories"":22.190000534058,""effduration"":900,""intensity"":0,""pause_duration"":0,""steps"":1120,""distance"":763.95989990234,""metcumul"":47.340007781982}",,2025-11-13T00:35:45-08:00
2025-11-16T20:53:00-08:00,2025-11-16T21:10:00-08:00,,,America/Los_Angeles,Cycling,"{""calories"":142.15344238281,""effduration"":0,""intensity"":0,""pause_duration"":0,""metcumul"":0}",,2025-11-16T22:37:10-08:00
2025-11-17T15:42:13-08:00,2025-11-17T16:41:37-08:00,,,America/Los_Angeles,Other,"{""calories"":545.50964355469,""effduration"":960,""intensity"":50,""hr_average"":85,""hr_min"":47,""hr_max"":126,""hr_zone_0"":1865,""hr_zone_1"":1591,""hr_zone_2"":39,""hr_zone_3"":0,""device_startdate"":1763422933,""device_enddate"":1763426497,""pause_duration"":7,""steps"":285,""distance"":201.86999511719,""metcumul"":23.85000038147}","{""end_coordinate_latitude"":33.957485,""end_coordinate_longitude"":-117.328598,""region_center_latitude"":33.95684,""region_center_longitude"":-117.330814,""span_latitude_delta"":0.002883,""span_longitude_delta"":0.004432,""start_coordinate_latitude"":33.956718,""start_coordinate_longitude"":-117.332206,""avg_speed"":0.381359,""distance"":1356.492536,""max_speed"":12.116097,""min_speed"":0}",2025-11-17T16:51:39-08:00
2025-11-17T15:42:13-08:00,2025-11-17T16:41:37-08:00,,,America/Los_Angeles,Other,{},,2025-11-17T16:51:40-08:00
2025-11-22T13:35:00-08:00,2025-11-22T13:47:00-08:00,,,America/Los_Angeles,Cycling,"{""calories"":100.3436050415,""effduration"":0,""intensity"":0,""pause_duration"":0,""metcumul"":0}",,2025-11-22T16:53:34-08:00
2025-11-22T15:19:00-08:00,2025-11-22T15:33:00-08:00,,,America/Los_Angeles,Walking,"{""calories"":15.329998970032,""effduration"":780,""intensity"":0,""pause_duration"":0,""steps"":815,""distance"":532.83001708984,""metcumul"":35.740001678467}",,2025-11-22T16:53:34-08:00
2025-11-22T18:57:00-08:00,2025-11-22T19:16:00-08:00,,,America/Los_Angeles,Cycling,"{""calories"":158.8773651123,""effduration"":0,""intensity"":0,""pause_duration"":0,""metcumul"":0}",,2025-11-23T01:11:13-08:00
2025-11-25T15:27:00-08:00,2025-11-25T15:34:00-08:00,,,America/Los_Angeles,Walking,"{""calories"":7.0700001716614,""effduration"":300,""intensity"":0,""pause_duration"":0,""steps"":325,""distance"":218.57000732422,""metcumul"":15.029998779297}",,2025-11-25T16:33:16-08:00
2025-11-27T14:22:42-08:00,2025-11-27T14:52:53-08:00,,,America/Los_Angeles,Walking,"{""calories"":37.830009460449,""effduration"":1381,""intensity"":50,""hr_average"":131,""hr_min"":64,""hr_max"":183,""hr_zone_0"":94,""hr_zone_1"":612,""hr_zone_2"":625,""hr_zone_3"":444,""device_startdate"":1764282162,""device_enddate"":1764283973,""pause_duration"":8,""steps"":2006,""distance"":1313.5999755859,""metcumul"":79.950004577637}",,2025-11-27T14:53:17-08:00
2025-11-27T14:22:42-08:00,2025-11-27T14:52:53-08:00,,,America/Los_Angeles,Walking,{},,2025-11-27T14:53:17-08:00
2025-11-28T16:38:00-08:00,2025-11-28T16:57:00-08:00,,,America/Los_Angeles,Walking,"{""calories"":17.160001754761,""effduration"":840,""intensity"":0,""pause_duration"":0,""steps"":878,""distance"":592.14001464844,""metcumul"":39.009998321533}",,2025-11-28T17:43:28-08:00
2025-11-28T17:04:00-08:00,2025-11-28T17:16:00-08:00,,,America/Los_Angeles,Walking,"{""calories"":20.389999389648,""effduration"":660,""intensity"":0,""pause_duration"":0,""steps"":1028,""distance"":708.02001953125,""metcumul"":40.800003051758}",,2025-11-28T17:43:29-08:00
2025-11-28T17:29:00-08:00,2025-11-28T17:42:00-08:00,,,America/Los_Angeles,Walking,"{""calories"":15.409999847412,""effduration"":600,""intensity"":0,""pause_duration"":0,""steps"":743,""distance"":525.29998779297,""metcumul"":31.870000839233}",,2025-11-28T17:43:29-08:00
2025-11-28T17:54:00-08:00,2025-11-28T18:17:00-08:00,,,America/Los_Angeles,Walking,"{""calories"":27.610004425049,""effduration"":1140,""intensity"":0,""pause_duration"":0,""steps"":1372,""distance"":958.31005859375,""metcumul"":58.40998840332}",,2025-11-28T18:44:16-08:00
2025-12-02T12:17:00-08:00,2025-12-02T12:36:00-08:00,,,America/Los_Angeles,Walking,"{""calories"":17.200000762939,""effduration"":900,""intensity"":0,""pause_duration"":0,""steps"":886,""distance"":598.42999267578,""metcumul"":40.110004425049}",,2025-12-02T18:40:56-08:00
2025-12-08T11:19:00-08:00,2025-12-08T11:24:00-08:00,,,America/Los_Angeles,Walking,"{""calories"":9.1400003433228,""effduration"":240,""intensity"":0,""pause_duration"":0,""steps"":431,""distance"":307.94998168945,""metcumul"":17}",,2025-12-08T13:22:32-08:00
2025-12-08T11:41:00-08:00,2025-12-08T11:54:00-08:00,,,America/Los_Angeles,Cycling,"{""calories"":108.06600952148,""effduration"":0,""intensity"":0,""pause_duration"":0,""metcumul"":0}",,2025-12-08T13:22:32-08:00
2025-12-10T21:31:00-08:00,2025-12-10T21:44:00-08:00,,,America/Los_Angeles,Walking,"{""calories"":19.170000076294,""effduration"":720,""intensity"":0,""pause_duration"":0,""steps"":973,""distance"":650.96002197266,""metcumul"":40.250003814697}",,2025-12-11T13:43:47-08:00
2025-12-15T13:07:00-08:00,2025-12-15T13:20:00-08:00,,,America/Los_Angeles,Walking,"{""calories"":8.4700002670288,""effduration"":420,""intensity"":0,""pause_duration"":0,""steps"":424,""distance"":282.11999511719,""metcumul"":19.469999313354}",,2025-12-20T07:48:15-08:00
2025-12-17T12:30:00-08:00,2025-12-17T12:43:00-08:00,,,America/Los_Angeles,Cycling,"{""calories"":107.64665985107,""effduration"":0,""intensity"":0,""pause_duration"":0,""metcumul"":0}",,2025-12-17T22:32:40-08:00
2025-12-17T14:52:24-08:00,2025-12-17T15:02:00-08:00,,,America/Los_Angeles,Walking,"{""calories"":14.569999694824,""effduration"":480,""intensity"":0,""pause_duration"":0,""steps"":721,""distance"":494.75,""metcumul"":29.260000228882}",,2025-12-17T22:32:41-08:00
2025-12-17T16:05:00-08:00,2025-12-17T16:28:00-08:00,,,America/Los_Angeles,Walking,"{""calories"":31.469999313354,""effduration"":1260,""intensity"":0,""pause_duration"":0,""steps"":1652,""distance"":1166.6300048828,""metcumul"":66.57999420166}",,2025-12-17T22:32:41-08:00
2025-12-23T22:16:00-08:00,2025-12-23T22:31:00-08:00,,,America/Los_Angeles,Cycling,"{""calories"":124.20767974854,""effduration"":0,""intensity"":0,""pause_duration"":0,""metcumul"":0}",,2025-12-25T17:11:09-08:00
2025-12-25T16:37:46-08:00,2025-12-25T17:10:13-08:00,,,America/Los_Angeles,Walking,"{""calories"":43.727710723877,""effduration"":1387,""intensity"":50,""hr_average"":120,""hr_min"":78,""hr_max"":188,""hr_zone_0"":208,""hr_zone_1"":722,""hr_zone_2"":854,""hr_zone_3"":110,""device_startdate"":1766709466,""device_enddate"":1766711413,""pause_duration"":6,""steps"":2399,""distance"":1523.4345703125,""metcumul"":27.339427947998}",,2025-12-25T17:11:10-08:00
2025-12-25T16:37:46-08:00,2025-12-25T17:10:13-08:00,,,America/Los_Angeles,Walking,{},,2025-12-25T17:11:11-08:00
2026-01-02T19:42:00-08:00,2026-01-02T19:47:00-08:00,,,America/Los_Angeles,Walking,"{""calories"":9.460000038147,""effduration"":300,""intensity"":0,""pause_duration"":0,""steps"":483,""distance"":330.25997924805,""metcumul"":18.800001144409}",,2026-01-20T12:54:16-08:00
2026-01-04T09:34:00-08:00,2026-01-04T09:53:00-08:00,,,America/Los_Angeles,Cycling,"{""calories"":157.5659942627,""effduration"":780,""intensity"":0,""hr_average"":88,""hr_min"":83,""hr_max"":93,""hr_zone_0"":177,""hr_zone_1"":470,""hr_zone_2"":0,""hr_zone_3"":0,""pause_duration"":0,""steps"":62,""distance"":40.73999786377,""metcumul"":14.560000419617}",,2026-01-20T12:54:17-08:00
2026-01-04T16:18:00-08:00,2026-01-04T16:31:00-08:00,,,America/Los_Angeles,Cycling,"{""calories"":107.8083114624,""effduration"":0,""intensity"":0,""pause_duration"":0,""metcumul"":0}",,2026-01-20T12:54:17-08:00
2026-01-20T12:46:48-08:00,2026-01-20T13:07:00-08:00,,,America/Los_Angeles,Walking,"{""calories"":38.430000305176,""effduration"":1140,""intensity"":0,""manual_distance"":0,""manual_calories"":0,""hr_average"":101,""hr_min"":73,""hr_max"":143,""hr_zone_0"":79,""hr_zone_1"":507,""hr_zone_2"":28,""hr_zone_3"":0,""pause_duration"":7,""steps"":1976,""distance"":1298.3601074219,""metcumul"":77.139999389648}","{""end_coordinate_latitude"":33.954845,""end_coordinate_longitude"":-117.328842,""region_center_latitude"":33.953245,""region_center_longitude"":-117.327713,""span_latitude_delta"":0.003276,""span_longitude_delta"":0.002258,""start_coordinate_latitude"":33.951606,""start_coordinate_longitude"":-117.326583,""avg_speed"":-1,""distance"":428.419739,""max_speed"":4.946514,""min_speed"":0}",2026-01-23T12:25:00-08:00
2026-01-20T12:55:50-08:00,2026-01-20T13:11:29-08:00,,,America/Los_Angeles,Walking,"{""calories"":28.560001373291,""effduration"":840,""intensity"":50,""hr_average"":108,""hr_min"":73,""hr_max"":147,""hr_zone_0"":79,""hr_zone_1"":610,""hr_zone_2"":213,""hr_zone_3"":0,""device_startdate"":1768942550,""device_enddate"":1768943489,""pause_duration"":11,""steps"":1443,""distance"":947.11999511719,""metcumul"":56.909996032715}","{""end_coordinate_latitude"":33.957469,""end_coordinate_longitude"":-117.328704,""region_center_latitude"":33.954538,""region_center_longitude"":-117.327888,""span_latitude_delta"":0.005863,""span_longitude_delta"":0.002609,""start_coordinate_latitude"":33.951606,""start_coordinate_longitude"":-117.326583,""avg_speed"":-1,""distance"":757.899773,""max_speed"":1.449139,""min_speed"":0}",2026-01-23T12:25:01-08:00
2026-01-20T12:55:50-08:00,2026-01-20T13:11:29-08:00,,,America/Los_Angeles,Walking,{},,2026-01-23T12:25:01-08:00
2026-01-22T13:10:00-08:00,2026-01-22T13:21:00-08:00,,,America/Los_Angeles,Cycling,"{""calories"":90.843147277832,""effduration"":0,""intensity"":0,""pause_duration"":0,""metcumul"":0}",,2026-01-25T14:50:08-08:00
2026-01-23T17:10:39-08:00,2026-01-23T17:21:00-08:00,,,America/Los_Angeles,Walking,"{""calories"":14.359999656677,""effduration"":600,""intensity"":0,""pause_duration"":0,""steps"":863,""distance"":581.77001953125,""metcumul"":31.200000762939}",,2026-01-25T14:50:08-08:00
2026-01-23T17:49:00-08:00,2026-01-23T18:00:00-08:00,,,America/Los_Angeles,Walking,"{""calories"":15.440000534058,""effduration"":660,""intensity"":0,""pause_duration"":0,""steps"":895,""distance"":588.52996826172,""metcumul"":34.150001525879}",,2026-01-25T14:50:09-08:00
2026-01-25T15:03:00-08:00,2026-01-25T15:10:00-08:00,,,America/Los_Angeles,Walking,"{""calories"":5.1999998092651,""effduration"":420,""intensity"":0,""pause_duration"":0,""steps"":320,""distance"":211.3399810791,""metcumul"":14.539999961853}",,2026-02-14T15:12:52-08:00
2026-01-25T16:27:00-08:00,2026-01-25T16:37:00-08:00,,,America/Los_Angeles,Cycling,"{""calories"":82.584678649902,""effduration"":0,""intensity"":0,""pause_duration"":0,""metcumul"":0}",,2026-02-14T15:12:52-08:00
2026-01-27T16:53:00-08:00,2026-01-27T17:23:00-08:00,,,America/Los_Angeles,Walking,"{""calories"":39.470001220703,""effduration"":1680,""intensity"":0,""pause_duration"":0,""steps"":2027,""distance"":1341.4100341797,""metcumul"":86.270011901855}",,2026-02-14T15:12:53-08:00
2026-02-14T12:52:00-08:00,2026-02-14T13:17:00-08:00,,,America/Los_Angeles,Walking,"{""calories"":40.219993591309,""effduration"":1440,""intensity"":0,""hr_average"":115,""hr_min"":98,""hr_max"":131,""hr_zone_0"":0,""hr_zone_1"":769,""hr_zone_2"":492,""hr_zone_3"":0,""pause_duration"":0,""steps"":1995,""distance"":1404.3499755859,""metcumul"":81.75}",,2026-02-14T15:13:02-08:00
2026-02-14T14:41:00-08:00,2026-02-14T15:14:00-08:00,,,America/Los_Angeles,Walking,"{""calories"":149.58921813965,""effduration"":0,""intensity"":33,""manual_intensity"":0,""hr_average"":109,""hr_min"":109,""hr_max"":110,""hr_zone_0"":0,""hr_zone_1"":1877,""hr_zone_2"":0,""hr_zone_3"":0,""pause_duration"":0,""steps"":2582,""distance"":1731.8499755859,""metcumul"":4.7656984329224}",,2026-03-09T13:25:54-07:00
2026-03-27T12:14:00-07:00,2026-03-27T12:25:00-07:00,,,America/Los_Angeles,Walking,"{""calories"":62.98853302002,""effduration"":660,""intensity"":57,""manual_intensity"":0,""pause_duration"":0,""steps"":820,""distance"":561.7900390625,""metcumul"":6.0352873802185}",,2026-04-02T21:52:19-07:00
2026-03-27T13:12:00-07:00,2026-03-27T13:25:00-07:00,,,America/Los_Angeles,Walking,"{""calories"":77.170875549316,""effduration"":720,""intensity"":61,""manual_intensity"":0,""pause_duration"":0,""steps"":924,""distance"":613.75,""metcumul"":6.2566118240356}",,2026-04-02T21:52:20-07:00
2026-03-27T18:20:00-07:00,2026-03-27T18:25:00-07:00,,,America/Los_Angeles,Walking,"{""calories"":27.881229400635,""effduration"":300,""intensity"":54,""manual_intensity"":0,""pause_duration"":0,""steps"":373,""distance"":247.75,""metcumul"":5.8772077560425}",,2026-04-02T21:52:20-07:00
2026-03-28T14:21:00-07:00,2026-03-28T14:40:00-07:00,,,America/Los_Angeles,Walking,"{""calories"":98.806213378906,""effduration"":1080,""intensity"":46,""manual_intensity"":0,""pause_duration"":0,""steps"":1044,""distance"":695.65008544922,""metcumul"":5.4809999465942}",,2026-04-02T21:52:20-07:00
2026-04-01T18:14:00-07:00,2026-04-01T18:28:00-07:00,,,America/Los_Angeles,Walking,"{""calories"":76.540855407715,""effduration"":780,""intensity"":51,""manual_intensity"":0,""hr_average"":101,""hr_min"":101,""hr_max"":102,""hr_zone_0"":0,""hr_zone_1"":657,""hr_zone_2"":0,""hr_zone_3"":0,""pause_duration"":0,""steps"":978,""distance"":651.7099609375,""metcumul"":5.7355813980103}",,2026-04-05T21:16:15-07:00
2026-04-01T18:48:00-07:00,2026-04-01T18:54:00-07:00,,,America/Los_Angeles,Walking,"{""calories"":17.157749176025,""effduration"":0,""intensity"":0,""manual_intensity"":0,""pause_duration"":0,""steps"":347,""distance"":227.2200012207,""metcumul"":3}",,2026-04-19T02:47:21-07:00
2026-04-03T18:52:00-07:00,2026-04-03T19:05:00-07:00,,,America/Los_Angeles,Walking,"{""calories"":78.81364440918,""effduration"":720,""intensity"":63,""hr_average"":121,""hr_min"":111,""hr_max"":129,""hr_zone_0"":0,""hr_zone_1"":529,""hr_zone_2"":145,""hr_zone_3"":0,""pause_duration"":0,""steps"":925,""distance"":641.45001220703,""metcumul"":6.3601922988892}",,2026-04-19T02:47:46-07:00
2026-04-03T19:14:00-07:00,2026-04-03T19:19:00-07:00,,,America/Los_Angeles,Walking,"{""calories"":14.298124313354,""effduration"":300,""intensity"":0,""pause_duration"":0,""steps"":277,""distance"":185.03999328613,""metcumul"":3}",,2026-04-19T02:47:47-07:00
2026-04-04T20:47:00-07:00,2026-04-04T20:57:00-07:00,,,America/Los_Angeles,Walking,"{""calories"":53.915203094482,""effduration"":600,""intensity"":50,""pause_duration"":0,""steps"":753,""distance"":469.08999633789,""metcumul"":5.6561822891235}",,2026-04-19T02:47:47-07:00
2026-04-06T21:15:00-07:00,2026-04-06T21:23:00-07:00,,,America/Los_Angeles,Walking,"{""calories"":41.555545806885,""effduration"":420,""intensity"":46,""pause_duration"":0,""steps"":435,""distance"":292.19000244141,""metcumul"":5.4494314193726}",,2026-04-19T02:47:48-07:00
2026-04-08T11:59:00-07:00,2026-04-08T12:07:00-07:00,,,America/Los_Angeles,Walking,"{""calories"":22.876998901367,""effduration"":0,""intensity"":0,""pause_duration"":0,""steps"":575,""distance"":398.02001953125,""metcumul"":3}",,2026-04-19T02:47:54-07:00
2026-04-23T09:22:00-07:00,2026-04-23T09:34:00-07:00,,,America/Los_Angeles,Walking,"{""calories"":62.630176544189,""effduration"":1248,""intensity"":46,""pause_duration"":0,""steps"":1849,""distance"":1228.2690429688,""metcumul"":5.4753837585449}",,2026-04-23T11:12:38-07:00
2026-04-23T15:05:00-07:00,2026-04-23T15:14:00-07:00,,,America/Los_Angeles,Walking,"{""calories"":25.736623764038,""effduration"":540,""intensity"":0,""pause_duration"":0,""steps"":756,""distance"":496.98001098633,""metcumul"":3}",,2026-04-23T17:27:19-07:00
2026-04-23T17:48:00-07:00,2026-04-23T17:53:00-07:00,,,America/Los_Angeles,Walking,"{""calories"":27.826301574707,""effduration"":300,""intensity"":53,""pause_duration"":0,""steps"":457,""distance"":293.38000488281,""metcumul"":5.8384509086609}",,2026-04-23T18:40:24-07:00
2026-04-23T18:34:00-07:00,2026-04-23T18:41:00-07:00,,,America/Los_Angeles,Walking,"{""calories"":20.017374038696,""effduration"":420,""intensity"":0,""pause_duration"":0,""steps"":579,""distance"":380.17999267578,""metcumul"":3}",,2026-04-23T18:41:14-07:00
2026-04-23T19:57:00-07:00,2026-04-23T20:02:00-07:00,,,America/Los_Angeles,Walking,"{""calories"":14.298124313354,""effduration"":300,""intensity"":0,""pause_duration"":0,""steps"":296,""distance"":198.74000549316,""metcumul"":3}",,2026-04-23T20:50:26-07:00
2026-04-23T21:37:00-07:00,2026-04-23T21:43:00-07:00,,,America/Los_Angeles,Walking,"{""calories"":17.157749176025,""effduration"":360,""intensity"":0,""pause_duration"":0,""steps"":410,""distance"":268.13998413086,""metcumul"":3}",,2026-04-23T22:20:33-07:00
2026-04-23T21:52:00-07:00,2026-04-23T21:57:00-07:00,,,America/Los_Angeles,Walking,"{""calories"":25.92599105835,""effduration"":300,""intensity"":45,""pause_duration"":0,""steps"":376,""distance"":241.69000244141,""metcumul"":5.4093871116638}",,2026-04-26T10:47:25-07:00
2026-04-23T22:21:00-07:00,2026-04-23T22:37:00-07:00,,,America/Los_Angeles,Walking,"{""calories"":46.010665893555,""effduration"":960,""intensity"":0,""pause_duration"":0,""steps"":1482,""distance"":951.95001220703,""metcumul"":3}",,2026-04-26T10:47:25-07:00
2026-04-26T15:32:00-07:00,2026-04-26T15:38:00-07:00,,,America/Los_Angeles,Walking,"{""calories"":30.625385284424,""effduration"":644,""intensity"":43,""pause_duration"":0,""steps"":853,""distance"":553.62878417969,""metcumul"":5.3249187469482}",,2026-04-26T20:51:12-07:00
2026-04-26T17:48:00-07:00,2026-04-26T17:54:00-07:00,,,America/Los_Angeles,Walking,"{""calories"":17.253999710083,""effduration"":360,""intensity"":0,""pause_duration"":0,""steps"":337,""distance"":233.69999694824,""metcumul"":3}",,2026-04-26T20:51:21-07:00
2026-04-27T13:36:00-07:00,2026-04-27T13:45:00-07:00,,,America/Los_Angeles,Walking,"{""calories"":54.047168731689,""effduration"":480,""intensity"":61,""pause_duration"":0,""steps"":635,""distance"":435.57000732422,""metcumul"":6.2676553726196}",,2026-04-29T10:55:02-07:00
2026-05-04T19:31:38-07:00,2026-05-04T19:59:13-07:00,,,America/Los_Angeles,Walking,"{""calories"":149.32089233398,""effduration"":1069,""intensity"":0,""manual_intensity"":50,""device_startdate"":1777948298,""device_enddate"":1777949953,""pause_duration"":0,""steps"":1876,""distance"":1159.9211425781,""metcumul"":5.6500000953674}",,2026-05-07T20:55:28-07:00
2026-05-04T19:31:38-07:00,2026-05-04T19:59:13-07:00,,,America/Los_Angeles,Walking,{},,2026-05-07T20:55:28-07:00
2026-05-07T19:58:00-07:00,2026-05-07T20:10:00-07:00,,,America/Los_Angeles,Walking,"{""calories"":34.492752075195,""effduration"":720,""intensity"":0,""pause_duration"":0,""steps"":962,""distance"":639.91998291016,""metcumul"":3}",,2026-05-07T20:59:51-07:00
2026-05-07T20:44:00-07:00,2026-05-07T21:02:00-07:00,,,America/Los_Angeles,Walking,"{""calories"":51.739128112793,""effduration"":960,""intensity"":0,""pause_duration"":0,""steps"":1373,""distance"":916.15002441406,""metcumul"":3}",,2026-05-10T13:15:54-07:00
2026-05-10T11:27:43-07:00,2026-05-10T13:13:29-07:00,,,America/Los_Angeles,Walking,"{""calories"":572.56213378906,""effduration"":3862,""intensity"":54,""manual_intensity"":50,""hr_average"":106,""hr_min"":47,""hr_max"":150,""hr_zone_0"":536,""hr_zone_1"":4398,""hr_zone_2"":291,""hr_zone_3"":0,""device_startdate"":1778437663,""device_enddate"":1778444009,""pause_duration"":1057,""steps"":4786,""distance"":3118.0051269531,""metcumul"":5.6500000953674}",,2026-05-10T22:56:33-07:00
2026-05-10T11:27:43-07:00,2026-05-10T13:13:29-07:00,,,America/Los_Angeles,Walking,{},,2026-05-10T13:15:39-07:00
2026-05-10T21:20:00-07:00,2026-05-10T21:44:00-07:00,,,America/Los_Angeles,Walking,"{""calories"":141.42939758301,""effduration"":1380,""intensity"":59,""pause_duration"":0,""steps"":1966,""distance"":1331.25,""metcumul"":6.1503958702087}",,2026-05-10T22:56:34-07:00
2026-05-10T14:16:00-07:00,2026-05-10T15:13:00-07:00,,,America/Los_Angeles,Walking,"{""calories"":321.99090576172,""effduration"":3060,""intensity"":54,""hr_average"":106,""hr_min"":52,""hr_max"":131,""hr_zone_0"":417,""hr_zone_1"":1171,""hr_zone_2"":228,""hr_zone_3"":0,""pause_duration"":0,""steps"":4126,""distance"":2780.2199707031,""metcumul"":5.895809173584}",,2026-05-10T22:56:33-07:00
2026-05-10T15:57:00-07:00,2026-05-10T16:10:00-07:00,,,America/Los_Angeles,Walking,"{""calories"":37.367149353027,""effduration"":660,""intensity"":0,""pause_duration"":0,""steps"":834,""distance"":575.10998535156,""metcumul"":3}",,2026-05-10T22:56:34-07:00
2026-05-10T20:11:00-07:00,2026-05-10T20:30:00-07:00,,,America/Los_Angeles,Walking,"{""calories"":109.64767456055,""effduration"":1080,""intensity"":57,""pause_duration"":0,""steps"":1433,""distance"":985.26000976562,""metcumul"":6.0231056213379}",,2026-05-10T22:56:34-07:00
2026-05-11T07:26:00-07:00,2026-05-11T07:48:00-07:00,,,America/Los_Angeles,Walking,"{""calories"":139.70559692383,""effduration"":1260,""intensity"":68,""pause_duration"":0,""steps"":2098,""distance"":1497.6700439453,""metcumul"":6.6277446746826}",,2026-05-11T23:16:37-07:00
2026-05-11T16:35:00-07:00,2026-05-11T16:57:00-07:00,,,America/Los_Angeles,Walking,"{""calories"":125.61946868896,""effduration"":1793,""intensity"":55,""pause_duration"":0,""steps"":2485,""distance"":1635.2419433594,""metcumul"":5.9594879150391}",,2026-05-11T23:16:38-07:00
2026-05-11T12:44:00-07:00,2026-05-11T12:49:00-07:00,,,America/Los_Angeles,Walking,"{""calories"":14.371980667114,""effduration"":300,""intensity"":0,""pause_duration"":0,""steps"":307,""distance"":207.18000793457,""metcumul"":3}",,2026-05-11T23:16:37-07:00
2026-05-11T16:19:00-07:00,2026-05-11T16:30:00-07:00,,,America/Los_Angeles,Walking,"{""calories"":31.618356704712,""effduration"":540,""intensity"":0,""pause_duration"":0,""steps"":667,""distance"":431.39999389648,""metcumul"":3}",,2026-05-11T23:16:37-07:00
2026-05-12T10:04:00-07:00,2026-05-12T10:17:00-07:00,,,America/Los_Angeles,Walking,"{""calories"":76.211837768555,""effduration"":780,""intensity"":58,""pause_duration"":0,""steps"":1319,""distance"":940.13995361328,""metcumul"":6.1186237335205}",,2026-05-12T22:19:57-07:00
2026-05-12T16:15:00-07:00,2026-05-12T16:36:00-07:00,,,America/Los_Angeles,Walking,"{""calories"":60.362316131592,""effduration"":1260,""intensity"":0,""pause_duration"":0,""steps"":1661,""distance"":1113.6799316406,""metcumul"":3}",,2026-05-12T22:19:57-07:00
2026-05-12T16:58:00-07:00,2026-05-12T17:03:00-07:00,,,America/Los_Angeles,Walking,"{""calories"":14.371980667114,""effduration"":300,""intensity"":0,""pause_duration"":0,""steps"":356,""distance"":249.05999755859,""metcumul"":3}",,2026-05-12T22:19:57-07:00
